company,category,country,city,website,email,phone,status,audit_a,audit_a_reason,audit_b,audit_b_reason,source_url,notes
Backman-Trummer,ship_agency,Finland,,https://www.backman-trummer.fi/,,,needs_review,plausible,"Search budget exhausted; Oy Backman-Trummer Ab is a known Vaasa-based forwarding/ship agency (KWH Logistics group) per prior knowledge, not live-verified.",plausible,"Search budget exhausted; Oy Backman-Trummer Ab is a known KWH Logistics forwarding/agency company in Vaasa, suggested website from prior knowledge, unverified.",https://www.portofhelsinki.fi/en/kaija/cargo/agents-are-multi-skilled-sea-freight-experts/,Ship clearance and forwarding in all ports on Finland's western coast; EDI links to Customs and Finnish Transport Agency (per Port of Helsinki article).
C & C Port Agency Finland Oy Ltd,ship_agency,Finland,Helsinki,,,,needs_review,plausible,Search quota exhausted before verification; name and Helsinki base are consistent with a known Finnish port agency but no independent evidence was retrieved.,plausible,No independent check possible (search budget exhausted); no contradicting evidence found.,https://www.fonasba.com/wp-content/uploads/2025/04/FONASBA-QUALITY-STANDARD-APPLICATIONS-RECORD-Finland-20250415.pdf,"Accredited 28/10/2019; head office Helsinki with branches in Kotka, Porvoo, Loviisa, Turku, Rauma and Naantali, per FONASBA Finland approvals record surfaced in search results."
Euroports Hanko,ship_agency,Finland,Hanko,,,,needs_review,plausible,Session search quota was exhausted before this row could be searched; the FONASBA Finland record cited is consistent with Euroports' known Finnish port operations but unverified here.,plausible,"Euroports group is known to operate in Hanko, Finland, but live verification was impossible: search budget exhausted.",https://www.fonasba.com/wp-content/uploads/2025/04/FONASBA-QUALITY-STANDARD-APPLICATIONS-RECORD-Finland-20250415.pdf,Accredited to the FONASBA Quality Standard 17/10/2019 per FONASBA Finland approvals record surfaced in search results.
Stevena Oy,ship_agency,Finland,,https://www.stevena.fi/,,,needs_review,plausible,"Search budget exhausted; Stevena is a known Finnish stevedoring firm (Turku/Naantali area) per prior knowledge, ship agency claim not live-verified.",plausible,"Search budget exhausted; Stevena is a known Finnish stevedoring firm (KWH Logistics group), website not live-verified.",https://www.stevena.fi/en/services/ship-agency/,Finnish stevedoring company also offering ship agency services.
Tramp Agencies Ltd,ship_agency,Finland,Helsinki,https://www.tramp.fi/,,,needs_review,plausible,"Search budget exhausted before verification; known Helsinki tramp ship agency consistent with description, but not independently confirmed this session.",plausible,"Search budget exhausted; no live check possible and company not independently known, details not contradicted.",https://www.tramp.fi/,Helsinki ship agency serving all Finnish ports from Kemi to Hamina.
Burger Feron (Sealogis Group),ship_agency,France,,https://www.sealogis.com,,,needs_review,plausible,"Prior knowledge supports Burger Feron as a Sealogis-group French maritime agent, but live verification was impossible (search quota exhausted).",plausible,"Sealogis is a real French logistics group and Burger Feron is listed as one of its entities, but not independently verified live (search budget exhausted).",https://www.sealogis.com/group/entities-of-the-group/burger-feron/,"Recognized French maritime agent; shipping-line representation, ships and harbor services."
LHP Agency,ship_agency,France,Le Havre,http://www.lhpagency.fr,,,needs_review,plausible,Unverified — no reliable prior knowledge of this Le Havre agency and no search could be run (quota exhausted).,plausible,Le Havre consignataire consistent with its own site; http-only domain and details unverified (search budget exhausted).,http://www.lhpagency.fr/fr/consignation-maritime,"Consignataire maritime; overall management of ships during port calls in Le Havre, bilingual team."
Mathez Freight,ship_agency,France,Marseille,https://www.mathezfreight.com,,,needs_review,plausible,Mathez Group is a known French forwarder with maritime-agent services per prior knowledge; details not verifiable live (search quota exhausted).,plausible,"Mathez is a known French freight/forwarding group with southern-France maritime services, but the Marseille ship-agent detail is unverified (search budget exhausted).",https://www.mathezfreight.com/fr/services/agent-maritime/,"Shipping agent and ship consignee at major southern France ports incl. Marseille; cargo, ferries, cruise ships, yachts."
Anchor-Up Port Service GmbH,ship_agency,Germany,Hamburg,https://www.anchor-up.de,agency@anchor-up.de,+49 40 22 860 405,needs_review,plausible,Weak prior-knowledge recognition of this small Hamburg agency; could not verify website/email live (search quota exhausted).,plausible,Small independent Hamburg agency consistent with known market; email domain matches website but details unverified (search budget exhausted).,https://www.anchor-up.de/,"Independent shipping agency and shipbroker founded 2018; port agency, chartering, transshipment, hold cleaning."
HAHN Shipping GmbH,ship_agency,Germany,Stade,https://www.hahn-shipping.de,,,needs_review,plausible,Unverified — no search could be run (quota exhausted) and only faint prior knowledge of a Stade port agency by this name.,plausible,"Stade/Elbe port agency with self-consistent domain, but existence not independently verified (search budget exhausted).",https://www.hahn-shipping.de/en/port-agency/,"Port agency services, Stade (Elbe region near Hamburg)."
Hamburg Port Agency,ship_agency,Germany,Hamburg,,,,needs_review,plausible,"Faint prior-knowledge match for a Hamburg agency of this name, but no live verification possible (search quota exhausted) and sole source is a directory listing.",plausible,Only evidence is a MagicPort directory listing and no website is given; could not independently verify (search budget exhausted).,https://magicport.ai/ship-agents/germany/hamburg-port-agency,"Founded 1976; clearance, port services and shipbroking across 128+ German ports."
Mundial RoRo GmbH,ship_agency,Germany,Hamburg,https://www.mundial-roro.com,,,needs_review,plausible,Unverified — no prior knowledge and no search could be run (session quota exhausted); treat as needing re-check.,plausible,"Hamburg RoRo agency consistent with its own site claims, but no independent verification possible (search budget exhausted).",https://www.mundial-roro.com/,"German maritime agency and ship management, RoRo focus; founded 1997 in Hamburg port."
Constas Shipping Agency,ship_agency,Greece,Piraeus,https://www.constasshippingagency.com.gr,,,needs_review,plausible,"No contradicting knowledge, but could not verify by search (session search budget exhausted).",plausible,"Search budget exhausted, no live check; consistent with a long-established Piraeus agency.",https://www.constasshippingagency.com.gr/,Shipping agency HQ Piraeus since 1912; covers all Greek ports and major European ports.
Elefsis Shipping Agency,ship_agency,Greece,Eleusis,https://elefshipagent.com,,,needs_review,plausible,"No contradicting knowledge, but could not verify by search (session search budget exhausted).",plausible,"Search budget exhausted, no live check; details unverified this session.",https://elefshipagent.com/,Family-owned ship agency founded 2002; serves Piraeus and other Greek ports.
Trieris Shipping Agencies,ship_agency,Greece,Piraeus,https://trieris.gr,,,needs_review,plausible,"No contradicting knowledge, but could not verify by search (session search budget exhausted).",plausible,"Search budget exhausted, no live check; details unverified this session.",https://trieris.gr/,"Ship agent in Piraeus since 1979; crew changes, spares delivery, husbandry, dry dock services at all Greek ports."
China Rich Shipping Company Ltd.,ship_agency,Hong Kong,Hong Kong,https://chinarichshpg.com/,,,needs_review,plausible,Not independently verified: search budget exhausted; no contradicting evidence.,plausible,Vague background recollection of a Hong Kong protective-agency firm by this name; website not live-verified (search budget exhausted).,https://chinarichshpg.com/,"Serves ship owning/operating companies; shipbrokering, chartering and protective agency services in major China ports."
WM Shipping Agency (WMSA),ship_agency,Hong Kong,Hong Kong,https://wmgroup.com.hk/wmsa/,,,needs_review,plausible,Not independently verified: search budget exhausted; no contradicting evidence.,plausible,"No live search possible (budget exhausted) and no background knowledge of this Hong Kong agency; unverified, not contradicted.",https://wmgroup.com.hk/wmsa/,International shipping agency established 2009 in Hong Kong; ship husbandry services in Hong Kong and Mainland China.
Esquire Shipping & Trading (P) Ltd.,ship_agency,India,Mumbai,http://www.shipport.com/,,,needs_review,plausible,Not independently verified: search budget exhausted; no contradicting evidence.,plausible,"Long-standing Mumbai ship agency per background knowledge, but the unusual shipport.com domain could not be live-verified (search budget exhausted).",http://www.shipport.com/,"Ship agents for shipping lines on major trade routes; port agents for shipowners, operators and traders."
Nautai Marine Services,ship_agency,India,Mumbai,https://www.nautaimarine.com/,,,needs_review,plausible,Not independently verified: search budget exhausted before any query ran; no contradicting evidence.,plausible,"No live search possible (budget exhausted) and no background knowledge; unverified, not contradicted.",https://www.nautaimarine.com/port-agency-services,Port agency services all over India; offices in Mumbai and Cochin.
Seatech Shipping & Projects (India) Pvt. Ltd.,ship_agency,India,Mumbai,https://www.seatechindia.com/,,,needs_review,plausible,"Recognized as a Mumbai-based Indian ship agency from prior knowledge, but live search verification could not be performed (budget exhausted).",plausible,Recognized as a real Mumbai ship agency from background knowledge; seatechindia.com not live-verified (search budget exhausted).,https://www.seatechindia.com/Port-Agency.html,"All-India ship agency network controlled from Mumbai HQ; handles Mumbai, Kandla, Mundra, Goa and other West & East Coast ports."
Seven Seas Maritime,ship_agency,India,Mumbai,https://www.sevenseasmaritime.com/,,,needs_review,plausible,Not independently verified: search budget exhausted; no contradicting evidence.,plausible,"Generic name, no background knowledge, and no live search possible (budget exhausted); unverified.",https://www.sevenseasmaritime.com/,Shipping agents in Mumbai; ship husbandry and crew change services.
CDM (Creuza de Ma),ship_agency,Italy,Genoa,https://cdmgenova.com,,,needs_review,plausible,"No contradicting knowledge, but could not verify by search (session search budget exhausted).",plausible,"Search budget exhausted, no live check; plausible Genoese agency but unverified this session.",https://cdmgenova.com/shipping-agency/,Shipping agency established in Genoa in 2012; heavy lift and break bulk specialization.
Campostano Group,ship_agency,Italy,Genoa,https://www.campostano.com,,,needs_review,plausible,"Known historic Ligurian ship agency per prior knowledge, but live search unavailable (budget exhausted).",plausible,"Search budget exhausted, no live check; consistent with known Italian ship agency group.",https://www.campostano.com/en/ship-agents/,"Ship agents with offices in Savona, Genoa, Taranto, Ravenna and Venice plus representatives in other Italian ports."
Dario Perioli Group,ship_agency,Italy,Genoa,https://www.darioperioligroup.com,,,needs_review,plausible,"Known Genoa shipping/forwarding group per prior knowledge, but live search unavailable (budget exhausted).",plausible,"Search budget exhausted, no live check; consistent with known Genoese shipping firm Dario Perioli S.p.A.",https://www.darioperioligroup.com/en/shipping-agents/,Port agent for major shipping companies in Genoa and La Spezia.
Intermare,ship_agency,Italy,Genoa,https://intermare.com,,,needs_review,plausible,"Consistent with a known Genoa port agency, but could not verify by search (session search budget exhausted).",plausible,"Search budget exhausted, no live check; not contradicted but website/company could not be verified.",https://intermare.com/port-agent/,"HQ in Genoa; port agent in Genoa, Leghorn and Venice, specializing in project cargo."
Daito Corporation,ship_agency,Japan,Tokyo,https://www.daitocorp.co.jp/,,,needs_review,plausible,"Known Tokyo-based Japanese port transport and ship agency company per prior knowledge, but not live-verified (search budget exhausted).",confirmed,TSE-listed Tokyo harbor transport and ship agency company; daitocorp.co.jp matches from established knowledge though live search was unavailable.,https://www.daitocorp.co.jp/english/shipagency.html,"Ship agency for vessels at Tokyo, Yokohama, Kawasaki, Chiba and Kisarazu; permits, pilots, tugs, husbandry, crew change."
Eagle Shipping Japan,ship_agency,Japan,,http://www.eagleshipjapan.com/,,,needs_review,plausible,Search budget exhausted; small Japanese ship agency with this name/site faintly matches prior knowledge but unverified.,plausible,"Search budget exhausted; small Japanese agent not in prior knowledge, no contradiction found.",http://www.eagleshipjapan.com/agent.html,Ship agent services in Japan.
"Hayashi Kaiun Co., Ltd.",ship_agency,Japan,,https://hayashi-group.co.jp/,,,needs_review,plausible,"Known Japanese coastal shipping group per prior knowledge, but not live-verified (search budget exhausted).",plausible,Background knowledge supports a real Japanese coastal shipping agency of this name; hayashi-group.co.jp not live-verified (search budget exhausted).,https://hayashi-group.co.jp/en/business/shipsagent.html,"Agency for ~100 coastal shipping companies, top level in Japan; branches at Kawasaki and Yokohama ports."
Inchcape Shipping Services (Japan),ship_agency,Japan,Tokyo,https://www.iss-shipping.com/,,,needs_review,plausible,ISS is a well-known global port agency with Japan/Tokyo offices per prior knowledge; live search unavailable (budget exhausted).,confirmed,"Well-known global port agency with Japan offices; iss-shipping.com is its official domain (search unavailable, prior knowledge).",https://www.iss-shipping.com/network/asia-pacific/japan/tokyo/,"Global port agency; Tokyo office offering agency, P&I and machinery services."
Alpha Shipping Company SIA,ship_agency,Latvia,Riga,https://www.alpha.lv/,,,needs_review,plausible,Search budget exhausted; no independent verification possible this session.,plausible,"Consistent Latvian SIA with matching alpha.lv domain, but unverifiable this session (search budget exhausted).",https://www.alpha.lv/,"Founded in Riga 1994; grown from small shipping agency to full shipping services provider; address Skanstes iela 12-9A, Riga."
Daugava Shipping Services,ship_agency,Latvia,Riga,http://www.dss.com.lv/,,,needs_review,plausible,Search budget exhausted; no independent verification possible this session.,plausible,"Details consistent, but the http-only dss.com.lv site could not be checked for staleness (verification blocked).",http://www.dss.com.lv/,"Vessel attendance in Latvian ports: Riga, Liepaja, Ventspils, Skulte, Mersrags, Salacgriva; 10+ years."
Penta Maritime Agency Ltd,ship_agency,Latvia,Riga,,,,needs_review,plausible,Search budget exhausted; COSCO agent listing not independently verified this session.,plausible,"COSCO agent listing source is credible, but the agency could not be independently verified (search budget exhausted).",https://lines.coscoshipping.com/home/Contact/global/countryList/more/Europe/Latvia/Riga/50000000000000328,Riga-based agency; listed as COSCO Shipping Lines contact/agent for Latvia.
Rinosta Shipping Agency Ltd,ship_agency,Latvia,Riga,,,,needs_review,plausible,Search budget exhausted; matches a known Riga agency from prior knowledge but unverified this session.,plausible,"Rinosta is recalled as a real Riga agency (rinosta.lv), but no website in row and no live verification possible.",https://www.goodfirms.co/supply-chain-logistics-companies/shipping/latvia,"Established in Riga Jan 1995; present in all three Baltic states (Estonia, Latvia, Lithuania)."
EIMLINA JSC,ship_agency,Lithuania,Klaipeda,https://www.eimlina.lt/,,,needs_review,plausible,Search budget exhausted; no independent verification possible this session.,plausible,"Eimlina is recalled as a real Klaipeda agency (eimlina.lt), but could not be verified live (search budget exhausted).",https://www.eimlina.lt/,Ship agency services in port of Klaipeda since 1996.
JSC Onze,ship_agency,Lithuania,Klaipeda,https://www.onze.lt/,,,needs_review,plausible,Search budget exhausted; matches a known Klaipeda agency/supplier from prior knowledge but unverified this session.,plausible,"Onze is recalled as a real Klaipeda ship agent/supplier with onze.lt domain, but unverifiable live this session.",https://www.onze.lt/en/jsc-onze-activities/vessel-agency-services/,"Ship agency and ship supply at Klaipeda port, agents on duty 24/7."
Navisolis Maritime Agency Ltd,ship_agency,Lithuania,Klaipeda,https://navigatiosolis.lt/,,,needs_review,plausible,Search budget exhausted; name vs domain (navigatiosolis.lt) mismatch could not be checked this session.,plausible,"Domain navigatiosolis.lt suggests the real name is 'Navigatio Solis' (row name possibly garbled), and live verification was not possible.",https://navigatiosolis.lt/,"Established 1994, one of the first private independent maritime agencies in Klaipeda; agency, chartering, forwarding, customs clearance."
Ship Agency Pool,ship_agency,Lithuania,Klaipeda,https://ship.agency/,,,needs_review,plausible,Search budget exhausted; no independent verification possible this session.,plausible,"Generic name and ship.agency domain could not be independently verified (search budget exhausted, direct web blocked).",https://ship.agency/,"Established 2010; full or protective agency in Klaipeda, 24/7/365."
AGUNSA Mexico,ship_agency,Mexico,Manzanillo,https://www.agunsa.com.mx,,,needs_review,confirmed,Search budget exhausted; AGUNSA is a major Chilean port-agency group with known Mexican operations in Manzanillo per prior knowledge.,plausible,"AGUNSA (Agencias Universales, Chile) verifiably operates port agencies in Mexico including Manzanillo, but the agunsa.com.mx domain could not be checked (web search budget exhausted).",https://www.agunsa.com.mx/agenciamiento.html,Port agency services in Manzanillo and Lazaro Cardenas; Mexican arm of Chilean AGUNSA group.
Agencia Mier y Teran S.A. de C.V.,ship_agency,Mexico,Veracruz,,,,needs_review,plausible,Search budget exhausted; consistent with Veracruz port directory listing but could not be independently verified.,plausible,"Mier y Teran is a longstanding Veracruz shipping agency name, but no independent verification possible (web search budget exhausted) and no website given.",https://www.puertodeveracruz.com.mx/subirDirectorios/DirectorioEmpresas.php,Shipping agency listed in the Port of Veracruz company directory.
"Agencia Naviera Consignataria del Pacifico (ANACOPA), S.A. de C.V.",ship_agency,Mexico,Manzanillo,,,,needs_review,plausible,Search budget exhausted; consistent with Manzanillo port directory listings but could not be independently verified.,plausible,"Consistent with Manzanillo port authority directory listing, but could not be independently verified (web search budget exhausted).",https://www.puertomanzanillo.com.mx/esps/2110240/agencias-navieras-y-consignatarias.html,"Main office in Manzanillo with port offices on Mexico's west coast and Gulf, per Manzanillo port authority directory results."
Navecopa,ship_agency,Mexico,Manzanillo,https://www.navecopa.com,,,needs_review,plausible,Search budget exhausted; plausible Manzanillo shipping agency but could not be independently verified.,plausible,"Navecopa is recalled as a Manzanillo shipping agency, but the navecopa.com domain could not be verified (web search budget exhausted).",https://www.navecopa.com/en/about-navecopa.html,35+ years as shipping agent in Manzanillo; formalized as a group in 2010 with office network around the country.
Navieros y Consignaciones S.A. de C.V.,ship_agency,Mexico,,https://www.navieros.com,,,needs_review,plausible,Search budget exhausted; a Mexican multi-port ship agency of this name is consistent with prior knowledge but unverified.,plausible,"Name and multi-port Mexican agency profile are consistent, but navieros.com ownership could not be verified (web search budget exhausted).",https://www.navieros.com/en/about,"Port and commercial agents for international lines in Manzanillo, Veracruz, Tampico, Altamira, Lazaro Cardenas, Mazatlan, Ensenada."
Broekman Shipping (Broekman Logistics),ship_agency,Netherlands,Rotterdam,https://www.broekmanlogistics.com,,,needs_review,confirmed,"Broekman Logistics is a well-known Rotterdam logistics group with a long-standing port/shipping agency arm; prior knowledge, live search unavailable.",plausible,Broekman Logistics is a well-known Rotterdam logistics/port agency firm at broekmanlogistics.com per prior knowledge; unverifiable this session (search budget exhausted).,https://www.broekmanlogistics.com/expertise/shipping-port-agency/,"60 years as port agency in Rotterdam; port tramp agency covering Rotterdam, Amsterdam, IJmuiden, Terneuzen and Vlissingen."
MariTeam Shipping Agencies,ship_agency,Netherlands,Rotterdam,https://www.mariteam-shipping.com,,,needs_review,plausible,"Matches my recollection of an independent Rotterdam/Antwerp port agency, but could not verify live: web-search budget exhausted.",plausible,Could not verify: web search budget exhausted; only weak prior recollection of this Rotterdam agency.,https://www.mariteam-shipping.com/,"Independent, privately owned port agency covering Antwerp, Rotterdam and Amsterdam; ship clearance, shipbroking, AEO-certified customs."
Marlo Expedition B.V.,ship_agency,Netherlands,Rotterdam,https://www.marlo.eu,,,needs_review,plausible,"Consistent with a Rotterdam forwarding/shipping agent (marlo.eu), but could not verify live: web-search budget exhausted.",plausible,Could not verify: web search budget exhausted; details internally consistent but no independent evidence gathered.,https://www.marlo.eu/transport/shipping-agent/,Shipping agent based in Rotterdam.
AWCO Maritime (Asbj. W. Christophersen & Co A/S),ship_agency,Norway,Oslo,https://awco.no/,,,needs_review,plausible,"Known to me as a long-established Oslo ship agency (awco.no), but live verification impossible: session web-search budget exhausted.",plausible,Search budget exhausted before any query ran; weak prior knowledge of AWCO as an Oslo ship agency but no independent confirmation possible.,https://awco.no/?page_id=8,Established in Oslo 1941; service area covers Fredrikstad - Oslo - Tonsberg range.
Tyrholm & Farstad,ship_agency,Norway,,https://www.tyrholm.no/,,,needs_review,confirmed,"Well-known Norwegian ship agency (based in Alesund, tyrholm.no) per prior knowledge; live search unavailable (budget exhausted).",plausible,"Known Norwegian ship agency (based in Alesund) with tyrholm.no, but search budget was exhausted so details could not be independently confirmed.",https://www.tyrholm.no/en/ship-agent,Ship agent at Norway's biggest ports; handles 400-500 ship calls along the Norwegian coast annually.
Viking Shipping AS,ship_agency,Norway,Oslo,https://viking-shipping.no/,,,needs_review,plausible,Search budget exhausted; no verification possible this session and Oslo agency claim not confirmable from prior knowledge — needs re-check.,plausible,Search budget exhausted; no live check possible and website/company not independently confirmed.,https://viking-shipping.no/agency.html,"Full port agency service in Port of Oslo: import/export, crew changes, customs clearance."
Boyd Steamship Corporation,ship_agency,Panama,,https://boydsteamship.com,,,needs_review,plausible,"Matches the well-known 1910-founded Panama Canal ship agency, but search budget exhausted; not independently verified.",plausible,"Search budget exhausted; Boyd Steamship is a known long-established Panama Canal agency per background knowledge, but not live-verified.",https://boydsteamship.com/web/,"Founded 1910; oldest and largest ships' agency at the Panama Canal; canal transits, port calls, crew changes, 24/7 services."
"C.B. Fenton & Co., S.A.",ship_agency,Panama,,https://www.cbfenton.com,,,needs_review,plausible,"Matches the known Panama Canal agency acquired by Chile's Ultramar group, but search budget exhausted; not independently verified.",plausible,"Search budget exhausted; C.B. Fenton (Ultramar group, Panama) is known per background knowledge, but not live-verified.",https://www.cbfenton.com/our-history/,"Founded 1916; four offices, two at each canal terminal; 100+ vessels attended for transit monthly; part of Ultramar (Chile) group since 2012."
Norton Lilly International - Panama S.A.,ship_agency,Panama,,https://nortonlilly.com.pa,,,needs_review,plausible,"Norton Lilly International is a known major agency with a Panama Canal presence, but search budget exhausted; the Panama entity was not independently verified.",plausible,"Search budget exhausted; Norton Lilly's Panama operation is known per background knowledge, but the .com.pa website could not be live-verified.",https://nortonlilly.com.pa/about-us/,In Panama since 1925; offices at north and south ends of the Panama Canal; canal transits and port agency.
East-Nav,ship_agency,Poland,,https://eastnav.pl/,,,needs_review,plausible,"Consistent with a known independent agency in Polish Baltic ports, but could not verify live: web-search budget exhausted.",plausible,Could not verify: web search budget exhausted; details internally consistent but no independent evidence gathered.,https://eastnav.pl/,"Independent ship agency in Polish Baltic ports (Gdynia, Gdansk, Szczecin, Swinoujscie); also chartering, project logistics, forwarding."
Morska Agencja Gdynia (MAG),ship_agency,Poland,Gdynia,https://www.mag.pl/,,,needs_review,confirmed,"MAG is a well-known Polish ship agency founded 1951 in Gdynia (mag.pl); identity certain from prior knowledge, live search unavailable.",plausible,Well-known Polish ship agency in Gdynia with site mag.pl per prior knowledge; search budget exhausted so not independently confirmed.,https://www.mag.pl/en/ships-and-freight-agency,"Main office Gdynia; branches in Gdansk, Szczecin, Swinoujscie, Darlowo, Kolobrzeg, Elblag, Leba, Ustka, Wladyslawowo. Agency, port forwarding, chartering."
Polsteam Shipping Agency Sp. z o.o.,ship_agency,Poland,Szczecin,https://www.polsteamagency.pl/,,,needs_review,confirmed,Known Polsteam (PZM group) agency subsidiary in Szczecin per prior knowledge; live search unavailable (budget exhausted).,plausible,Known Szczecin-based agency of the Polsteam (PZM) group per prior knowledge; search budget exhausted so not independently confirmed.,https://www.polsteamagency.pl/index.php/en/,"Head office Szczecin (serving Szczecin and Police), branch office in Gdynia serving Gdynia and Gdansk."
"James Rawes Navegação, Lda.",ship_agency,Portugal,Lisbon,https://www.jamesrawesnavegacao.pt,,,needs_review,plausible,James Rawes is a historic Lisbon ship agency per prior knowledge; the exact entity and website could not be verified live (search quota exhausted).,plausible,"James Rawes is a historic Portuguese agency house in Lisbon, but the Navegação entity, offices and domain could not be verified live (search budget exhausted).",https://www.jamesrawesnavegacao.pt/,"Port agent with offices in Lisbon (Av. 24 de Julho 126), Leixoes and Sines; cruise-dedicated agency plus tramp shipping at Sines."
Navex - Empresa Portuguesa de Navegação,ship_agency,Portugal,Lisbon,,,,needs_review,plausible,"Known Lisbon-based Portuguese ship agent (ETE Group) per prior knowledge, but live search unavailable (session search budget exhausted).",plausible,"Search budget exhausted, no live check; matches prior knowledge of a real 1967-founded Lisbon shipping agent.",https://www.linkedin.com/company/navex--empresa-portuguesa-de-navega-o-sa/,"Shipping agent founded 1967, HQ Lisbon with offices in Oporto and Sines."
Alfaship Agencies (Singapore) Pte Ltd,ship_agency,Singapore,Singapore,https://alfaship.com.sg/,,,needs_review,plausible,Search budget exhausted; plausible Singapore port agent but could not be independently verified.,plausible,"Profile is consistent with a Singapore port agent, but existence and domain alfaship.com.sg could not be independently verified (web search budget exhausted).",https://alfaship.com.sg/,Port agent in Singapore providing round-the-clock ship agency services.
Pacmar Shipping Pte Ltd,ship_agency,Singapore,Singapore,https://pacmar.com.sg/,,,needs_review,plausible,Search budget exhausted; plausible Singapore agency but could not be independently verified.,plausible,"Pacmar is recalled as a Singapore ship agency with pacmar.com.sg, but could not be independently re-verified (web search budget exhausted).",https://pacmar.com.sg/,"Liner, tramper and protecting agency; dry-docking, STS operations, crew change, bunker supply in all Singapore ports and oil terminals."
Sinoda Shipping Agency Pte Ltd,ship_agency,Singapore,Singapore,https://www.sinoda.com.sg/,,,needs_review,plausible,Search budget exhausted; a known Singapore ship agency name per prior knowledge but details unverified.,plausible,"Sinoda is recalled as an established Singapore ship agency with sinoda.com.sg, but could not be re-verified (web search budget exhausted).",https://www.sinoda.com.sg/singapore-port,"Full range of port agency services; handles load/discharge, cruise, bunker-only, OPL, dry dockings and lay-ups in Singapore."
Kanoo Shipping (South Africa),ship_agency,South Africa,,https://kanooshipping.com/,,,needs_review,plausible,Kanoo Shipping (YBA Kanoo) is a known agency network with African offices per prior knowledge; live search unavailable (budget exhausted).,confirmed,"Kanoo Shipping (Kanoo Group) genuinely operates a South Africa regional office; kanooshipping.com is its domain (prior knowledge, search unavailable).",https://kanooshipping.com/south-africa-regional-office,Kanoo Africa regional office; port agency services with offices in Cape Town and Durban.
"Port Agency Services, Ltd. (PAS)",ship_agency,South Africa,,http://www.portagent.co.za/,,,needs_review,plausible,Little prior knowledge of this Durban/Cape Town agent; could not verify because session search budget was exhausted.,plausible,Not in prior knowledge; could not verify — search budget exhausted.,http://www.portagent.co.za/,"Shipping agent with operations in Durban and Cape Town; port agency, shipping and bunkering services."
Rennies Ships Agency,ship_agency,South Africa,,https://www.rsagency.co.za/,,,needs_review,plausible,"Long-established, well-known South African ships agency (Bidvest-linked) per prior knowledge; live search unavailable (budget exhausted).",confirmed,"Historic South African ships agency (est. 1849, Bidvest-linked); matches description (prior knowledge, search unavailable).",https://www.rsagency.co.za/,Leading ships agency in all South African & Mozambique ports; operating since 1849.
Sturrock Grindrod Maritime,ship_agency,South Africa,Durban,https://sturrockgrindrod.com/,,,needs_review,plausible,Known Durban-based ship agency (Sturrock/Grindrod JV) per prior knowledge; live search unavailable (budget exhausted).,confirmed,"Real SA ship agency formed from Sturrock and Grindrod agency merger, offices in Durban/Cape Town (prior knowledge, search unavailable).",https://sturrockgrindrod.com/location/south-africa-ship-agency/,"Ship agency with offices in Cape Town, Durban and other South African ports."
Trade Ocean,ship_agency,South Africa,,https://tradeocean.co.za/,,,needs_review,plausible,South African/Namibian ship agency matches prior knowledge; live search unavailable (budget exhausted).,plausible,"Trade Ocean is a known SA/Namibia shipping agency, but website/details unverifiable — search budget exhausted.",https://tradeocean.co.za/services/ships-agency/shipping-agents-in-south-africa-and-namibia/,Handles vessels through Durban and Cape Town; also covers Namibia; 100+ years collective agency experience.
"Fair Shipping Korea Co., Ltd.",ship_agency,South Korea,,,,,needs_review,plausible,"Consistent with the known Fair Shipping (Philippines) group joint venture per prior knowledge, but not live-verified (search budget exhausted).",plausible,"Consistent with Fairmont/Fair Shipping group joint ventures per background knowledge, but source is the Philippine affiliate's site and no live verification was possible.",https://www.fairship.com.ph/joint/fair-shipping-korea-co-ltd,Licensed ship and crew handling agent (Korean government); crew handling in all Korean ports.
"Global-Korea, Ltd.",ship_agency,South Korea,Busan,https://www.global-korea.co.kr/,,,needs_review,plausible,Not independently verified: search budget exhausted; no contradicting evidence.,plausible,"No live search possible (budget exhausted) and no background knowledge of this Busan agent; unverified, not contradicted.",https://www.global-korea.co.kr/,"Busan-based shipping agent; inspection, provision, supply and vessel support services."
Korean Ocean Shipping Agency,ship_agency,South Korea,,,,,needs_review,plausible,"Long-established Korean agency (KOSA) with a Wikipedia entry per prior knowledge, but live search confirmation was impossible (budget exhausted).",confirmed,"Long-established, well-documented Korean shipping agency (KOSA) with a Wikipedia entry; matches description from established knowledge though live search was unavailable.",https://en.wikipedia.org/wiki/Korean_Ocean_Shipping_Agency,Long-established Korean shipping agency (per Wikipedia entry in search results).
Woosung Shipping,ship_agency,South Korea,Seoul,http://woosung.com/en/,,,needs_review,plausible,"Recognized as a Korean shipping agency from prior knowledge, but live search verification could not be performed (budget exhausted).",plausible,Background knowledge suggests a real Korean shipping agent of this name; woosung.com not live-verified (search budget exhausted).,http://woosung.com/en/,"International shipping agent in Korea; offices in Seoul, Busan, Incheon and Daegu."
Erhardt (Port Agent Spain),ship_agency,Spain,,https://www.portagentspain.com,,,needs_review,plausible,Erhardt y Compania is a well-known Spanish ship agent per prior knowledge; portagentspain.com branding not verifiable live (search quota exhausted).,plausible,"Grupo Erhardt is a genuine long-established Spanish shipping agency and portagentspain.com is consistent with its agency branding, but not verified live (search budget exhausted).",https://www.portagentspain.com/,Ship agent in all Spanish ports and North/West Africa; agency plus end-to-end logistics and crew services.
